Airline,Airline_ID,Source_airport,Source_airport_ID,Destination_airport,Destination_airport_ID,Codeshare,Stops,Equipment
VB,10646,GDL,1804,MTY,1825,\N,0,733
VB,10646,GDL,1804,REX,1839,\N,0,733
VB,10646,GDL,1804,SJD,1840,\N,0,733
VB,10646,GDL,1804,TGZ,1846,\N,0,733
VB,10646,GDL,1804,TRC,1845,\N,0,733
VB,10646,GDL,1804,VER,1854,\N,0,733
VB,10646,GDL,1804,VSA,1853,\N,0,733
VB,10646,HMO,1807,GDL,1804,\N,0,733
VB,10646,HMO,1807,MTY,1825,\N,0,733
VB,10646,IAH,3550,MTY,1825,\N,0,733
VB,10646,LAP,1816,CUL,1792,\N,0,733
VB,10646,LAP,1816,GDL,1804,\N,0,733
VB,10646,LAP,1816,MTY,1825,\N,0,733
VB,10646,LAP,1816,MZT,1826,\N,0,733
VB,10646,MEX,1824,CUN,1852,\N,0,733
VB,10646,MEX,1824,GDL,1804,\N,0,733
VB,10646,MEX,1824,MTY,1825,\N,0,733
VB,10646,MEX,1824,MZT,1826,\N,0,733
VB,10646,MEX,1824,PVR,1836,\N,0,733
VB,10646,MEX,1824,PXM,1837,\N,0,733
VB,10646,MEX,1824,REX,1839,\N,0,733
VB,10646,MEX,1824,TRC,1845,\N,0,733
VB,10646,MID,1819,GDL,1804,\N,0,733
VB,10646,MID,1819,MTY,1825,\N,0,733
VB,10646,MTY,1825,ACA,1783,\N,0,733
VB,10646,MTY,1825,BJX,1815,\N,0,733
VB,10646,MTY,1825,CJS,1796,\N,0,733
VB,10646,MTY,1825,CUL,1792,\N,0,733
VB,10646,MTY,1825,CUN,1852,\N,0,733
VB,10646,MTY,1825,CUU,1797,\N,0,733
VB,10646,MTY,1825,GDL,1804,\N,0,733
VB,10646,MTY,1825,HMO,1807,\N,0,733
VB,10646,MTY,1825,IAH,3550,\N,0,733
VB,10646,MTY,1825,LAP,1816,\N,0,733
VB,10646,MTY,1825,MEX,1824,\N,0,733
VB,10646,MTY,1825,MID,1819,\N,0,733
VB,10646,MTY,1825,MZT,1826,\N,0,733
VB,10646,MTY,1825,OAX,1829,\N,0,733
VB,10646,MTY,1825,PVR,1836,\N,0,733
VB,10646,MTY,1825,QRO,1838,\N,0,733
VB,10646,MTY,1825,SJD,1840,\N,0,733
VB,10646,MTY,1825,TAM,1848,\N,0,733
VB,10646,MTY,1825,TGZ,1846,\N,0,733
VB,10646,MTY,1825,VER,1854,\N,0,733
VB,10646,MTY,1825,VSA,1853,\N,0,733
VB,10646,MZT,1826,LAP,1816,\N,0,733
VB,10646,MZT,1826,MEX,1824,\N,0,733
VB,10646,MZT,1826,MTY,1825,\N,0,733
VB,10646,OAX,1829,CUN,1852,\N,0,733
VB,10646,OAX,1829,MTY,1825,\N,0,733
VB,10646,PVR,1836,MEX,1824,\N,0,733
VB,10646,PVR,1836,MTY,1825,\N,0,733
VB,10646,PXM,1837,MEX,1824,\N,0,733
VB,10646,QRO,1838,MTY,1825,\N,0,733
VB,10646,REX,1839,CUN,1852,\N,0,733
VB,10646,REX,1839,GDL,1804,\N,0,733
VB,10646,REX,1839,MEX,1824,\N,0,733
VB,10646,REX,1839,VER,1854,\N,0,733
VB,10646,SJD,1840,CUL,1792,\N,0,733
VB,10646,SJD,1840,GDL,1804,\N,0,733
VB,10646,SJD,1840,MTY,1825,\N,0,733
VB,10646,TAM,1848,CUN,1852,\N,0,733
VB,10646,TAM,1848,MTY,1825,\N,0,733
VB,10646,TGZ,1846,CUN,1852,\N,0,733
VB,10646,TGZ,1846,GDL,1804,\N,0,733
VB,10646,TGZ,1846,MTY,1825,\N,0,733
VB,10646,TIJ,1847,CUL,1792,\N,0,733
VB,10646,TRC,1845,CUN,1852,\N,0,733
VB,10646,TRC,1845,GDL,1804,\N,0,733
VB,10646,TRC,1845,MEX,1824,\N,0,733
VB,10646,VER,1854,CUN,1852,\N,0,733
VB,10646,VER,1854,GDL,1804,\N,0,733
VB,10646,VER,1854,MTY,1825,\N,0,733
VB,10646,VER,1854,REX,1839,\N,0,733
VB,10646,VSA,1853,CUN,1852,\N,0,733
VB,10646,VSA,1853,GDL,1804,\N,0,733
VB,10646,VSA,1853,MTY,1825,\N,0,733
VF,5297,CGK,3275,SIN,3316,\N,0,320
VF,5297,DPS,3940,SIN,3316,\N,0,320
VF,5297,SIN,3316,CGK,3275,\N,0,320
VF,5297,SIN,3316,DPS,3940,\N,0,320
VF,5297,SIN,3316,SUB,3928,\N,0,320
VF,5297,SUB,3928,SIN,3316,\N,0,320
VH,9666,BRM,2824,CCS,2851,\N,0,M82
VH,9666,CCS,2851,BRM,2824,\N,0,M82
VH,9666,CCS,2851,MAR,2848,\N,0,M80
VH,9666,CCS,2851,MUN,2852,\N,0,M82
VH,9666,CCS,2851,PMV,2850,\N,0,M80
VH,9666,CCS,2851,PZO,2856,\N,0,M82
VH,9666,MAR,2848,CCS,2851,\N,0,M80
VH,9666,MUN,2852,CCS,2851,\N,0,M82
VH,9666,PMV,2850,CCS,2851,\N,0,M80
VH,9666,PMV,2850,VLN,2868,\N,0,M80
VH,9666,PZO,2856,CCS,2851,\N,0,M82
VH,9666,VLN,2868,PMV,2850,\N,0,M80
VJ,5651,BKK,3885,HAN,3199,\N,0,320
VJ,5651,BKK,3885,SGN,3205,\N,0,320
VJ,5651,BMV,6187,HAN,3199,\N,0,320
VJ,5651,BMV,6187,SGN,3205,\N,0,320
VJ,5651,CXR,6189,HAN,3199,\N,0,320
VJ,5651,CXR,6189,SGN,3205,\N,0,320
VJ,5651,DAD,3196,HAN,3199,\N,0,320
VJ,5651,DAD,3196,SGN,3205,\N,0,320
VJ,5651,DLI,4153,HAN,3199,\N,0,320
VJ,5651,DLI,4153,SGN,3205,\N,0,320
VJ,5651,HAN,3199,BKK,3885,\N,0,320
VJ,5651,HAN,3199,BMV,6187,\N,0,320
VJ,5651,HAN,3199,CXR,6189,\N,0,320
VJ,5651,HAN,3199,DAD,3196,\N,0,320
VJ,5651,HAN,3199,DLI,4153,\N,0,320
VJ,5651,HAN,3199,HUI,3201,\N,0,320
VJ,5651,HAN,3199,SGN,3205,\N,0,320
VJ,5651,HPH,6188,SGN,3205,\N,0,320
VJ,5651,HUI,3201,HAN,3199,\N,0,320
VJ,5651,HUI,3201,SGN,3205,\N,0,320
VJ,5651,PQC,3204,SGN,3205,\N,0,320
VJ,5651,SGN,3205,BKK,3885,\N,0,320
VJ,5651,SGN,3205,BMV,6187,\N,0,320
VJ,5651,SGN,3205,CXR,6189,\N,0,320
VJ,5651,SGN,3205,DAD,3196,\N,0,320
VJ,5651,SGN,3205,DLI,4153,\N,0,320
VJ,5651,SGN,3205,HAN,3199,\N,0,320
VJ,5651,SGN,3205,HPH,6188,\N,0,320
VJ,5651,SGN,3205,HUI,3201,\N,0,320
VJ,5651,SGN,3205,PQC,3204,\N,0,320
VJ,5651,SGN,3205,UIH,6193,\N,0,320
VJ,5651,SGN,3205,VII,6195,\N,0,320
VJ,5651,UIH,6193,SGN,3205,\N,0,320
VJ,5651,VII,6195,SGN,3205,\N,0,320
VN,5309,AUH,2179,KUL,3304,Y,0,77W
VN,5309,AUH,2179,SGN,3205,Y,0,332
VN,5309,BKK,3885,HAN,3199,\N,0,321
VN,5309,BKK,3885,NBO,4059,Y,0,767
VN,5309,BKK,3885,PNH,3034,\N,0,321
VN,5309,BKK,3885,SGN,3205,\N,0,321
VN,5309,BMV,6187,DAD,3196,\N,0,AT7
VN,5309,BMV,6187,HAN,3199,\N,0,321
VN,5309,BMV,6187,SGN,3205,\N,0,AT7
VN,5309,CAH,4156,SGN,3205,Y,0,AT7
VN,5309,CAN,3370,DAD,3196,\N,0,321
VN,5309,CAN,3370,HAN,3199,\N,0,321
VN,5309,CAN,3370,SGN,3205,\N,0,321
VN,5309,CDG,1382,HAN,3199,\N,0,777
VN,5309,CDG,1382,SGN,3205,\N,0,777
VN,5309,CGK,3275,SGN,3205,\N,0,321
VN,5309,CTU,3395,DAD,3196,\N,0,321
VN,5309,CTU,3395,HAN,3199,\N,0,321
VN,5309,CXR,6189,DAD,3196,\N,0,321
VN,5309,CXR,6189,DME,4029,\N,0,332
VN,5309,CXR,6189,HAN,3199,\N,0,321
VN,5309,CXR,6189,SGN,3205,\N,0,321
VN,5309,DAD,3196,BMV,6187,\N,0,AT7
VN,5309,DAD,3196,CAN,3370,\N,0,321
VN,5309,DAD,3196,CTU,3395,\N,0,321
VN,5309,DAD,3196,CXR,6189,\N,0,321
VN,5309,DAD,3196,DLI,4153,\N,0,AT7
VN,5309,DAD,3196,HAN,3199,\N,0,321
VN,5309,DAD,3196,HGH,3386,\N,0,321
VN,5309,DAD,3196,HPH,6188,\N,0,AT7
VN,5309,DAD,3196,ICN,3930,\N,0,321
VN,5309,DAD,3196,PVG,3406,\N,0,321
VN,5309,DAD,3196,PXU,6194,\N,0,AT7
VN,5309,DAD,3196,REP,3035,\N,0,AT7
VN,5309,DAD,3196,SGN,3205,\N,0,321
VN,5309,DAD,3196,VII,6195,\N,0,AT7
VN,5309,DAD,3196,WNZ,6392,\N,0,321
VN,5309,DAD,3196,XMN,3383,\N,0,321
VN,5309,DIN,6192,HAN,3199,\N,0,AT7
VN,5309,DLI,4153,DAD,3196,\N,0,AT7
VN,5309,DLI,4153,HAN,3199,\N,0,321
VN,5309,DLI,4153,SGN,3205,\N,0,321
VN,5309,DME,4029,CXR,6189,\N,0,332
VN,5309,DME,4029,HAN,3199,\N,0,330
VN,5309,DME,4029,SGN,3205,\N,0,332
VN,5309,FOC,3385,SGN,3205,\N,0,321
VN,5309,FRA,340,HAN,3199,\N,0,777
VN,5309,FRA,340,MAD,1229,\N,0,738
VN,5309,FRA,340,SGN,3205,\N,0,777
VN,5309,FUK,2305,HAN,3199,\N,0,321
VN,5309,FUK,2305,SGN,3205,\N,0,321
VN,5309,HAN,3199,BKK,3885,\N,0,321
VN,5309,HAN,3199,BMV,6187,\N,0,321
VN,5309,HAN,3199,CAN,3370,\N,0,321
VN,5309,HAN,3199,CDG,1382,\N,0,777
VN,5309,HAN,3199,CTU,3395,\N,0,321
VN,5309,HAN,3199,CXR,6189,\N,0,321
VN,5309,HAN,3199,DAD,3196,\N,0,321
VN,5309,HAN,3199,DIN,6192,\N,0,AT7
VN,5309,HAN,3199,DLI,4153,\N,0,321
VN,5309,HAN,3199,DME,4029,\N,0,330
VN,5309,HAN,3199,FRA,340,\N,0,777
VN,5309,HAN,3199,FUK,2305,\N,0,321
VN,5309,HAN,3199,HKG,3077,\N,0,321
VN,5309,HAN,3199,HUI,3201,\N,0,321
VN,5309,HAN,3199,ICN,3930,\N,0,321
VN,5309,HAN,3199,KHH,2264,\N,0,321
VN,5309,HAN,3199,KIX,3992,\N,0,321
VN,5309,HAN,3199,KUL,3304,\N,0,321
VN,5309,HAN,3199,LPQ,3115,\N,0,AT7
VN,5309,HAN,3199,NGO,3942,\N,0,321
VN,5309,HAN,3199,NRT,2279,\N,0,330
VN,5309,HAN,3199,PEK,3364,\N,0,321
VN,5309,HAN,3199,PNH,3034,\N,0,321
VN,5309,HAN,3199,PQC,3204,\N,0,321
VN,5309,HAN,3199,PUS,2372,\N,0,321
VN,5309,HAN,3199,PVG,3406,\N,0,321
VN,5309,HAN,3199,PXU,6194,\N,0,AT7
VN,5309,HAN,3199,REP,3035,\N,0,321
VN,5309,HAN,3199,RGN,3239,\N,0,321
VN,5309,HAN,3199,SGN,3205,\N,0,321
VN,5309,HAN,3199,SIN,3316,\N,0,321
VN,5309,HAN,3199,TBB,4158,\N,0,AT7
VN,5309,HAN,3199,TPE,2276,\N,0,321
VN,5309,HAN,3199,UIH,6193,\N,0,321
VN,5309,HAN,3199,VCA,6191,\N,0,321
VN,5309,HAN,3199,VCL,4157,\N,0,AT7
VN,5309,HAN,3199,VDH,4154,\N,0,AT7
VN,5309,HAN,3199,VII,6195,\N,0,AT7
VN,5309,HAN,3199,VTE,3120,\N,0,321
VN,5309,HGH,3386,DAD,3196,\N,0,321
VN,5309,HKG,3077,HAN,3199,\N,0,321
VN,5309,HKG,3077,SGN,3205,\N,0,321
VN,5309,HPH,6188,DAD,3196,\N,0,AT7
VN,5309,HPH,6188,SGN,3205,\N,0,321
VN,5309,HUI,3201,HAN,3199,\N,0,321
VN,5309,HUI,3201,SGN,3205,\N,0,321
VN,5309,ICN,3930,DAD,3196,\N,0,321
VN,5309,ICN,3930,HAN,3199,\N,0,332
VN,5309,ICN,3930,SGN,3205,\N,0,332
VN,5309,KHH,2264,HAN,3199,\N,0,321
VN,5309,KHH,2264,SGN,3205,\N,0,321
VN,5309,KIX,3992,HAN,3199,\N,0,321
VN,5309,KIX,3992,SGN,3205,\N,0,332
VN,5309,KUL,3304,HAN,3199,\N,0,321
VN,5309,KUL,3304,SGN,3205,\N,0,321
VN,5309,LPQ,3115,HAN,3199,\N,0,AT7
VN,5309,LPQ,3115,REP,3035,\N,0,AT7
VN,5309,MAD,1229,FRA,340,\N,0,738
VN,5309,MEL,3339,SGN,3205,\N,0,330
VN,5309,MNL,2397,SGN,3205,Y,0,320
VN,5309,NBO,4059,BKK,3885,Y,0,767
VN,5309,NGO,3942,HAN,3199,\N,0,321
VN,5309,NGO,3942,SGN,3205,\N,0,321
VN,5309,NRT,2279,HAN,3199,\N,0,330
VN,5309,NRT,2279,SGN,3205,\N,0,330
VN,5309,PEK,3364,HAN,3199,\N,0,321
VN,5309,PNH,3034,BKK,3885,\N,0,321
VN,5309,PNH,3034,HAN,3199,\N,0,321
VN,5309,PNH,3034,SGN,3205,\N,0,321
VN,5309,PNH,3034,VTE,3120,\N,0,321
VN,5309,PQC,3204,HAN,3199,\N,0,321
VN,5309,PQC,3204,SGN,3205,\N,0,321
VN,5309,PQC,3204,VCA,6191,\N,0,AT7
VN,5309,PUS,2372,HAN,3199,\N,0,321
VN,5309,PUS,2372,SGN,3205,\N,0,321
VN,5309,PVG,3406,DAD,3196,\N,0,321
VN,5309,PVG,3406,HAN,3199,\N,0,321
VN,5309,PVG,3406,SGN,3205,\N,0,321
VN,5309,PXU,6194,DAD,3196,\N,0,AT7
VN,5309,PXU,6194,HAN,3199,\N,0,AT7
VN,5309,PXU,6194,SGN,3205,\N,0,AT7
VN,5309,REP,3035,DAD,3196,\N,0,AT7
VN,5309,REP,3035,HAN,3199,\N,0,321
VN,5309,REP,3035,LPQ,3115,\N,0,AT7
VN,5309,REP,3035,SGN,3205,\N,0,321
VN,5309,RGN,3239,HAN,3199,\N,0,321
VN,5309,RGN,3239,SGN,3205,\N,0,321
VN,5309,SGN,3205,AUH,2179,Y,0,332
VN,5309,SGN,3205,BKK,3885,\N,0,321
VN,5309,SGN,3205,BMV,6187,\N,0,AT7
VN,5309,SGN,3205,CAH,4156,Y,0,AT7
VN,5309,SGN,3205,CAN,3370,\N,0,321
VN,5309,SGN,3205,CDG,1382,\N,0,777
VN,5309,SGN,3205,CGK,3275,\N,0,321
VN,5309,SGN,3205,CXR,6189,\N,0,332
VN,5309,SGN,3205,DAD,3196,\N,0,321
VN,5309,SGN,3205,DLI,4153,\N,0,321
VN,5309,SGN,3205,DME,4029,\N,0,332
VN,5309,SGN,3205,FOC,3385,\N,0,321
VN,5309,SGN,3205,FRA,340,\N,0,777
VN,5309,SGN,3205,FUK,2305,\N,0,321
VN,5309,SGN,3205,HAN,3199,\N,0,321
VN,5309,SGN,3205,HKG,3077,\N,0,321
VN,5309,SGN,3205,HPH,6188,\N,0,321
VN,5309,SGN,3205,HUI,3201,\N,0,321
VN,5309,SGN,3205,ICN,3930,\N,0,321
VN,5309,SGN,3205,KHH,2264,\N,0,321
VN,5309,SGN,3205,KIX,3992,\N,0,332
VN,5309,SGN,3205,KUL,3304,\N,0,321
VN,5309,SGN,3205,MEL,3339,\N,0,330
VN,5309,SGN,3205,MNL,2397,Y,0,320
VN,5309,SGN,3205,NGO,3942,\N,0,321
VN,5309,SGN,3205,NRT,2279,\N,0,330
VN,5309,SGN,3205,PNH,3034,\N,0,321
VN,5309,SGN,3205,PQC,3204,\N,0,321
VN,5309,SGN,3205,PUS,2372,\N,0,321
VN,5309,SGN,3205,PVG,3406,\N,0,321
VN,5309,SGN,3205,PXU,6194,\N,0,AT7
VN,5309,SGN,3205,REP,3035,\N,0,321
VN,5309,SGN,3205,RGN,3239,\N,0,321
VN,5309,SGN,3205,SIN,3316,\N,0,321
VN,5309,SGN,3205,SYD,3361,\N,0,330
VN,5309,SGN,3205,TBB,4158,Y,0,AT7
VN,5309,SGN,3205,THD,9135,\N,0,321
VN,5309,SGN,3205,TPE,2276,\N,0,321
VN,5309,SGN,3205,UIH,6193,\N,0,321
VN,5309,SGN,3205,VCL,4157,Y,0,AT7
VN,5309,SGN,3205,VCS,6190,Y,0,AT7
VN,5309,SGN,3205,VDH,4154,\N,0,321
VN,5309,SGN,3205,VII,6195,\N,0,321
VN,5309,SGN,3205,VKG,4155,\N,0,AT7
VN,5309,SIN,3316,HAN,3199,\N,0,321
VN,5309,SIN,3316,SGN,3205,\N,0,321
VN,5309,SYD,3361,SGN,3205,\N,0,330
VN,5309,TBB,4158,HAN,3199,\N,0,AT7
VN,5309,TBB,4158,SGN,3205,Y,0,AT7
VN,5309,THD,9135,SGN,3205,\N,0,321
VN,5309,TPE,2276,HAN,3199,\N,0,321
VN,5309,TPE,2276,SGN,3205,\N,0,321
VN,5309,UIH,6193,HAN,3199,\N,0,321
VN,5309,UIH,6193,SGN,3205,\N,0,321
VN,5309,VCA,6191,HAN,3199,\N,0,321
VN,5309,VCA,6191,PQC,3204,\N,0,AT7
VN,5309,VCA,6191,VCS,6190,Y,0,AT7
VN,5309,VCL,4157,HAN,3199,\N,0,AT7
VN,5309,VCL,4157,SGN,3205,Y,0,AT7
VN,5309,VCS,6190,SGN,3205,Y,0,AT7
VN,5309,VCS,6190,VCA,6191,Y,0,AT7
VN,5309,VDH,4154,HAN,3199,\N,0,AT7
VN,5309,VDH,4154,SGN,3205,\N,0,321
VN,5309,VII,6195,DAD,3196,\N,0,AT7
VN,5309,VII,6195,HAN,3199,\N,0,AT7
VN,5309,VII,6195,SGN,3205,\N,0,321
VN,5309,VII,6195,VTE,3120,\N,0,AT7
VN,5309,VKG,4155,SGN,3205,\N,0,AT7
VN,5309,VTE,3120,HAN,3199,\N,0,321
VN,5309,VTE,3120,PNH,3034,\N,0,321
VN,5309,VTE,3120,VII,6195,\N,0,AT7
VN,5309,WNZ,6392,DAD,3196,\N,0,321
VN,5309,XMN,3383,DAD,3196,\N,0,321
VQ,11948,CGP,3069,DAC,3076,\N,0,ER4
VQ,11948,CXB,3068,DAC,3076,\N,0,ER4
VQ,11948,DAC,3076,CGP,3069,\N,0,ER4
VQ,11948,DAC,3076,CXB,3068,\N,0,ER4
VQ,11948,DAC,3076,JSR,3071,\N,0,ER4
VQ,11948,DAC,3076,ZYL,3074,\N,0,ER4
VQ,11948,JSR,3071,DAC,3076,\N,0,ER4
VQ,11948,ZYL,3074,DAC,3076,\N,0,ER4
VR,5041,AMS,580,VXE,1106,\N,0,738
VR,5041,BOS,3448,RAI,5674,\N,0,752
VR,5041,BVC,1103,LIS,1638,\N,0,738
VR,5041,BVC,1103,RAI,5674,\N,0,AT7
VR,5041,BVC,1103,SID,1102,\N,0,AT7
VR,5041,CDG,1382,RAI,5674,\N,0,752
VR,5041,CDG,1382,VXE,1106,\N,0,752
VR,5041,DKR,1084,RAI,5674,\N,0,AT7
VR,5041,FOR,2559,RAI,5674,\N,0,752
VR,5041,LIS,1638,BVC,1103,\N,0,738
VR,5041,LIS,1638,RAI,5674,\N,0,738
VR,5041,LIS,1638,SID,1102,\N,0,752
VR,5041,LIS,1638,VXE,1106,\N,0,738
VR,5041,MMO,1104,RAI,5674,\N,0,AT7
VR,5041,RAI,5674,BOS,3448,\N,0,752
VR,5041,RAI,5674,BVC,1103,\N,0,AT7
VR,5041,RAI,5674,CDG,1382,\N,0,752
VR,5041,RAI,5674,DKR,1084,\N,0,AT7
VR,5041,RAI,5674,FOR,2559,\N,0,752
VR,5041,RAI,5674,LIS,1638,\N,0,738
VR,5041,RAI,5674,MMO,1104,\N,0,AT7
VR,5041,RAI,5674,SFL,5675,\N,0,AT7
VR,5041,RAI,5674,SID,1102,\N,0,AT7
VR,5041,RAI,5674,VXE,1106,\N,0,AT7
VR,5041,SFL,5675,RAI,5674,\N,0,AT7
VR,5041,SID,1102,AMS,580,\N,0,738
VR,5041,SID,1102,BVC,1103,\N,0,AT7
VR,5041,SID,1102,CDG,1382,\N,0,752
VR,5041,SID,1102,LIS,1638,\N,0,752
VR,5041,SID,1102,RAI,5674,\N,0,AT7
VR,5041,SID,1102,SNE,1105,\N,0,AT7
VR,5041,SID,1102,VXE,1106,\N,0,AT7
VR,5041,SNE,1105,SID,1102,\N,0,AT7
VR,5041,SNE,1105,VXE,1106,\N,0,AT7
VR,5041,VXE,1106,LIS,1638,\N,0,738
VR,5041,VXE,1106,RAI,5674,\N,0,AT7
VR,5041,VXE,1106,SID,1102,\N,0,AT7
VR,5041,VXE,1106,SNE,1105,\N,0,AT7
VS,5347,ABQ,4019,ATL,3682,Y,0,757
VS,5347,ABZ,532,LHR,507,Y,0,320
VS,5347,ANU,2874,LGW,502,\N,0,333
VS,5347,ANU,2874,UVF,2894,\N,0,333
VS,5347,ATL,3682,ABQ,4019,Y,0,757
VS,5347,ATL,3682,AUS,3673,Y,0,M90
VS,5347,ATL,3682,BHM,3811,Y,0,M88
VS,5347,ATL,3682,BNA,3690,Y,0,319
VS,5347,ATL,3682,BOS,3448,Y,0,M90
VS,5347,ATL,3682,CHS,3806,Y,0,M88
VS,5347,ATL,3682,CLT,3876,Y,0,M88
VS,5347,ATL,3682,CUN,1852,Y,0,M88
VS,5347,ATL,3682,CVG,3488,Y,0,M88
VS,5347,ATL,3682,DAL,3502,Y,0,CRJ
VS,5347,ATL,3682,DEN,3751,Y,0,757
VS,5347,ATL,3682,DFW,3670,Y,0,M88
VS,5347,ATL,3682,DTW,3645,Y,0,M90
VS,5347,ATL,3682,EWR,3494,Y,0,717
VS,5347,ATL,3682,FLL,3533,Y,0,M90
VS,5347,ATL,3682,GDL,1804,Y,0,320
VS,5347,ATL,3682,HOU,3566,Y,0,M88
VS,5347,ATL,3682,IAD,3714,Y,0,M88
VS,5347,ATL,3682,IAH,3550,Y,0,717
VS,5347,ATL,3682,IND,3585,Y,0,M88
VS,5347,ATL,3682,JAX,3712,Y,0,757
VS,5347,ATL,3682,JFK,3797,Y,0,319
VS,5347,ATL,3682,LAS,3877,Y,0,757
VS,5347,ATL,3682,LAX,3484,Y,0,763
VS,5347,ATL,3682,LHR,507,Y,0,764
VS,5347,ATL,3682,MAN,478,Y,0,76W
VS,5347,ATL,3682,MCI,3458,Y,0,M90
VS,5347,ATL,3682,MCO,3878,Y,0,757
VS,5347,ATL,3682,MEM,3473,Y,0,M88
VS,5347,ATL,3682,MEX,1824,Y,0,73W
VS,5347,ATL,3682,MIA,3576,Y,0,757
VS,5347,ATL,3682,MSY,3861,Y,0,M88
VS,5347,ATL,3682,MTY,1825,Y,0,CR9
VS,5347,ATL,3682,OKC,3863,Y,0,M88
VS,5347,ATL,3682,ORD,3830,Y,0,757
VS,5347,ATL,3682,PBI,3722,Y,0,757
VS,5347,ATL,3682,PHX,3462,Y,0,73H
VS,5347,ATL,3682,PNS,3564,Y,0,M90
VS,5347,ATL,3682,RDU,3626,Y,0,M88
VS,5347,ATL,3682,RSW,3793,Y,0,757
VS,5347,ATL,3682,SAN,3731,Y,0,763
VS,5347,ATL,3682,SAT,3621,Y,0,M90
VS,5347,ATL,3682,SAV,3613,Y,0,M88
VS,5347,ATL,3682,SDF,4014,Y,0,M88
VS,5347,ATL,3682,SFO,3469,Y,0,763
VS,5347,ATL,3682,SJC,3748,Y,0,738
VS,5347,ATL,3682,SJU,2890,Y,0,757
VS,5347,ATL,3682,SMF,3817,Y,0,757
VS,5347,ATL,3682,SRQ,4067,Y,0,M90
VS,5347,ATL,3682,STL,3678,Y,0,717
VS,5347,ATL,3682,TPA,3646,Y,0,757
VS,5347,ATL,3682,TUL,3855,Y,0,CR7
VS,5347,ATL,3682,TUS,3636,Y,0,M90
VS,5347,AUS,3673,ATL,3682,Y,0,M90
VS,5347,BGI,2875,LGW,502,\N,0,333
VS,5347,BGI,2875,MAN,478,\N,0,744
VS,5347,BHM,3811,ATL,3682,Y,0,M88
VS,5347,BNA,3690,ATL,3682,Y,0,M88
VS,5347,BOM,2997,LHR,507,\N,0,333
VS,5347,BOS,3448,ATL,3682,Y,0,M90
VS,5347,BOS,3448,LHR,507,\N,0,764
VS,5347,CHS,3806,ATL,3682,Y,0,717
VS,5347,CLT,3876,ATL,3682,Y,0,M90
VS,5347,CUN,1852,ATL,3682,Y,0,757
VS,5347,CUN,1852,LGW,502,\N,0,744
VS,5347,CVG,3488,ATL,3682,Y,0,M88
VS,5347,DAL,3502,ATL,3682,Y,0,CRJ
VS,5347,DEL,3093,LHR,507,\N,0,333
VS,5347,DEN,3751,ATL,3682,Y,0,757
VS,5347,DFW,3670,ATL,3682,Y,0,M88
VS,5347,DTW,3645,ATL,3682,Y,0,M88
VS,5347,DTW,3645,LHR,507,\N,0,76W
VS,5347,DXB,2188,LHR,507,\N,0,333
VS,5347,EDI,535,LHR,507,Y,0,320
VS,5347,EWR,3494,ATL,3682,Y,0,717
VS,5347,EWR,3494,LHR,507,\N,0,346
VS,5347,FLL,3533,ATL,3682,Y,0,757
VS,5347,GDL,1804,ATL,3682,Y,0,320
VS,5347,GLA,534,MCO,3878,\N,0,744
VS,5347,GND,2882,UVF,2894,\N,0,333
VS,5347,HAV,1909,LGW,502,\N,0,744
VS,5347,HKG,3077,LHR,507,\N,0,346
VS,5347,HND,2359,LHR,507,\N,0,77W
VS,5347,HOU,3566,ATL,3682,Y,0,M88
VS,5347,IAD,3714,ATL,3682,Y,0,320
VS,5347,IAD,3714,LHR,507,\N,0,333
VS,5347,IAH,3550,ATL,3682,Y,0,M88
VS,5347,IND,3585,ATL,3682,Y,0,M88
VS,5347,JAX,3712,ATL,3682,Y,0,757
VS,5347,JFK,3797,ATL,3682,Y,0,752
VS,5347,JFK,3797,LHR,507,\N,0,333
VS,5347,JFK,3797,MSY,3861,Y,0,CR9
VS,5347,JNB,813,LHR,507,\N,0,346
VS,5347,LAS,3877,ATL,3682,Y,0,739
VS,5347,LAS,3877,LGW,502,\N,0,744
VS,5347,LAS,3877,MAN,478,\N,0,744
VS,5347,LAX,3484,ATL,3682,Y,0,763
VS,5347,LAX,3484,LHR,507,\N,0,346
VS,5347,LGW,502,ANU,2874,\N,0,333
VS,5347,LGW,502,BGI,2875,\N,0,333
VS,5347,LGW,502,CUN,1852,\N,0,744
VS,5347,LGW,502,HAV,1909,\N,0,744
VS,5347,LGW,502,LAS,3877,\N,0,744
VS,5347,LGW,502,MBJ,1780,\N,0,744
VS,5347,LGW,502,MCO,3878,\N,0,744
VS,5347,LGW,502,PEK,3364,\N,0,330
VS,5347,LGW,502,UVF,2894,\N,0,333
VS,5347,LHR,507,ABZ,532,Y,0,320
VS,5347,LHR,507,ATL,3682,Y,0,764
VS,5347,LHR,507,BOM,2997,\N,0,333
VS,5347,LHR,507,BOS,3448,\N,0,333
VS,5347,LHR,507,DEL,3093,\N,0,333
VS,5347,LHR,507,DTW,3645,\N,0,76W
VS,5347,LHR,507,DXB,2188,\N,0,333
VS,5347,LHR,507,EDI,535,Y,0,320
VS,5347,LHR,507,EWR,3494,\N,0,333
VS,5347,LHR,507,HKG,3077,\N,0,346
VS,5347,LHR,507,HND,2359,\N,0,77W
VS,5347,LHR,507,IAD,3714,\N,0,333
VS,5347,LHR,507,JFK,3797,\N,0,346
